src,ref
所以我的工作是试着找出 中生代和新生代时期 各生活着什么样的生物， 然后看看是否能从恐龙和其它动物上 找到关于大陆漂移过程中 生物进化的奥秘。,"And so my work, really, is trying to understand the character of that Mesozoic radiation compared to the Cenozoic radiation to see what mysteries we can understand from dinosaurs and from other animals about what life on drifting continents really can tell us about evolution."
我们可以看出来是因为这种 叫作疟原虫色素的分子。,We can see it because of this molecule called hemozoin.
我们发现在珊瑚礁倒金字塔模型 就像是非洲塞伦盖蒂草原 一条羚羊养五条狮子一样,"What we found in coral reefs is that the inverted pyramid is the equivalent of the Serengeti, with five lions per wildebeest."
在爱丁堡就更难了 因为你得数所有的威士忌和格子呢绒,It's even more difficult in Edinburgh because you have to count all the whisky and the tartan.
我们几年前发现了这颗小行星 它有可能在几年后与地球相撞,This thing was discovered just a few years ago and could hit us a few years from now.
第一个幻象 是一块悬浮在空中的手帕,The first thing he said was he saw a handkerchief in midair.
让不诚实的说自己做过什么 他们在一些不着边际的地方 透露过多细节,"Ask a deceptive person to tell their story, they're going to pepper it with way too much detail in all kinds of irrelevant places."
就在加拉帕戈斯群岛， 我们被厄尔尼诺和拉尼娜现象困扰。,"Here in Galapagos, we're affected by El Ninos and La Nina."
我们发现了一种现象是， 有一半幻肢的病人， 宣称自己能移动那条幻肢。,"One of the things we've found was, about half the patients with phantom limbs claim that they can move the phantom."
然后孢子在长芽， 菌丝形成，向地下伸展。,"And the spores are germinating, and the mycelium forms and goes underground."
让我给大家看几个例子 这些最小化加加加速度轨道是什么样的,So let me show you some examples of what these minimum snap trajectories look like.
我们不是指一般的营养不良，而是指改善营养不良 一个非常便宜的方法，就是解决微量营养缺乏的问题。,"Not just malnutrition in general, but there's a very cheap way of dealing with malnutrition, namely, the lack of micronutrients."
在这些问题背后 在这些问题背后 是一些引发强烈争议的，关于伦理道德，公平正义的大是大非问题 是一些引发强烈争议的，关于伦理道德，公平正义的大是大非问题 是一些引发强烈争议的，关于伦理道德，公平正义的大是大非问题 是一些引发强烈争议的，关于伦理道德，公平正义的大是大非问题,"Lying just beneath the surface of those arguments, with passions raging on all sides, are big questions of moral philosophy, big questions of justice."
银河系中有约一千亿颗恒星,There are about a hundred billion stars in the Milky Way Galaxy.
这个朴素的理念是，取代用零碎的方式 将人们逐步分级 你给他们一个人物轮廓 一个可以不断进步的 以非常，非常小的增量，一种他们感觉是自己的东西,"It's the simple idea that instead of grading people incrementally in little bits and pieces, you give them one profile character avatar which is constantly progressing in tiny, tiny, tiny little increments which they feel are their own."
迷因的整个理论受到很多置疑， 很多误解，很多担忧。,"The whole science of memetics is much maligned, much misunderstood, much feared."
大部分人因为 安吉丽娜.朱莉 和布拉德.皮特的原因 知道了纳米比亚在哪里。,Most people that are following the story of Angelina Jolie and Brad Pitt will know where Namibia is.
设想一下，如果将来你想生活在 物质相对缺乏的世界，基本上你有两个选择。,"If you think about it, if you want to live in a world in the future where there are fewer material goods, you basically have two choices."
基本上纽约的缔造者 就是采牡蛎的人 街道都铺在牡蛎壳上,"Basically, New York was built on the backs of oystermen, and our streets were literally built over oyster shells."
当你看到一个像这个威廉姆･博金上尉的人,"And this guy, you get a guy like Lt. Gen. William Boykin."
你们有人知道他。他建立了一个脸书团体 是开罗塔利尔广场事件背后的组织。,Some of you know him. He set up one of the Facebook groups behind the Tahrir Square in Cairo.
但是，穷困就意味着你没有这些选择。,"Well, the problem with being poor is you don't have those choices."
可这些幼鸟， 我是说新喀里多尼亚岛的幼年乌鸦，它们刚长羽毛。,"Well it turns out that the babies, the New Caledonian crow babies, are fledglings."
对称性还可以帮助我们解释 欧洲粒子物理研究所大型强子对撞机正发生着什么事情。,Symmetry can also help us to explain what's happening in the Large Hadron Collider in CERN.
要知道，在大学工作，弄到尸体轻而易举,"You know? You can get cadavers if you work at a university."""
想象一下这有多大 冲出来的冰有多少。,"So, imagine how big this is and how much ice is charging out."
苏联人实际上在飞协和式飞机前就飞过超音速飞机。,The Russians actually flew a supersonic transport before the Concorde.
我立刻仿佛看见灰姑娘被使唤一般，,"And I had this whole mental picture of, sort of like Cinderella."
他是洛杉矶爱乐乐团的音乐总监， 还担任委内瑞拉青少年交响乐队的总监。,"He is the musical director of Los Angeles Philharmonic, and is still the overall leader of Venezuela's junior orchestras."
我来解释一下什么是登革热， 以防有人不了解这种疾病。,"Now let me tell you a little bit about what dengue fever is, for those who don't know."
海洋生物中最毒的 就是这盒水母,The most venomous animal that lives in the ocean is the box jellyfish.
我们看到微小的电子紧紧地围绕着中心的原子核 原子核中有中子和质子,They have little electrons that swarm around a central nucleus with neutrons and protons.
然而，我们却发现这些或现有的所有望远镜 都与预期的表现有所差距,"But it turns out these telescopes, or any telescope on the ground has had a little bit of a challenge living up to this campaign promise."
实际上，芳香化酶在乳腺癌上起很关键的作用。 最新的乳腺癌的治疗法， 就是用一种叫来曲唑的化学制品， 来阻止芳香化酶，阻止雌激素， 所以如果你产生了变异的细胞，它不会长成肿瘤。,"In fact, this aromatase is so important in breast cancer that the latest treatment for breast cancer is a chemical called letrozole, which blocks aromatase, blocks estrogen, so that if you developed a mutated cell, it doesn't grow into a tumor."
但还有一个最基本的问题 就是抗艾滋斗争 为此拖了后腿 那就是，假如你不停提供药品 给那些 得不到有效诊断的人们 就会导致病毒抗药性增强的问题,"But there is a fundamental problem that is killing the efforts in fighting this disease, because if you keep throwing drugs out at people who don't have diagnostic services, you end up creating a problem of drug resistance."
我怎么可能做出想葛瑞塔 嘎博那么美丽的事物呢？,How can I ever make anything as beautiful as Greta Garbo?
一是，你可以破罐破摔， 自怨自艾，永远消沉下去， 第二，你可以伤心， 然后重新振作， 直面未来。,"One, you can swirl and twirl and gloom and doom forever, or two, you can grieve and then face the future with newly sober eyes."
接下来我们要做的事 是收集叫做弥散张量成像的东西。,The next thing we do is we collect what's called a diffusion tensor imaging.
你只有和在传染期的携带者 发生无预防措施的性交才会染病。,You can only HIV by having unprotected sex with a positive person.
在这些星系中，尤其是在一个像这样的螺旋星系中， 大部分的质量集中在星系的中央。,"In these galaxies, especially in a spiral galaxy like this, most of the mass of the stars is concentrated in the middle of the galaxy."
使他们在学校里成为更好的学生 因为这会激发他们的责任感， 毅力和守时等品质也使他在学校有更好的表现。,"It makes him a better student at school because it inspires in him a sense of responsibility, perseverance and punctuality that will greatly help him at school."
我们一起打破了 徒步穿越南极的世界最快纪录。,Together we had just broken the world speed record for a trek to the South Pole.
当我们麻痹那些（消极的情感）， 我们也麻痹了欢乐， 麻痹了感恩， 麻痹了幸福。,"So when we numb those, we numb joy, we numb gratitude, we numb happiness."
所以你可能说 好 这就是保守派和自由派的差异 但什么让其它三种基础也成为道德呢﹖,"So, you might say, OK, there are these differences between liberals and conservatives, but what makes those three other foundations moral?"
同样是在去年举办的这个竞赛上 来自得克萨斯大学的学生通过给细菌 编程 使得细菌可以感知灯光并且控制开灯或关灯,"And from the results of the same competition last year, a University of Texas team of students programmed bacteria so that they can detect light and switch on and off."
艾格尼丝在她还很小的时候就被强迫割礼 她的女性生殖器被阉割了。,"Agnes was a woman who was cut when she was a little girl, she was female genitally mutilated."
我们为固体废料的花费 与环境相关的健康问题发出了高昂的代价， 更可恨的是，为监禁这些年轻的黑人和拉美人说支付的开支 这些人拥有着说不清的未开发的潜能,"And we all pay dearly for solid waste costs, health problems associated with pollution and more odiously, the cost of imprisoning our young black and Latino men, who possess untold amounts of untapped potential."
技术把作曲家推向了惊人的极致， 使用计算机和合成器 创作出智力不能达到的复杂作品 超越了表演者和观众的所见到过的手法。,"And technology pushed composers to tremendous extremes, using computers and synthesizers to create works of intellectually impenetrable complexity beyond the means of performers and audiences."
他们在基里巴斯共和国 基里巴斯坐落在太平洋中央 三个群岛体系中。,"Well they exist in the Republic of Kiribati, and Kiribati is located in the Central Pacific in three island groups."
现在如果你在功能性核磁共振扫描仪中， 你在一个大磁场里 这是和你的一些特别区域的分子对应。,"Now when you're in an fMRI scanner, you're in a big magnet that's aligning your molecules in certain areas."
下令行刑的正是林肯总统， 而就在两天前， 他刚刚签署了《解放奴隶宣言》。,The execution was ordered by President Lincoln only two days after he signed the Emancipation Proclamation.
监狱当然是为要将作奸犯科者 困于牢栏之后,"Prisons, of course, are where people who break our laws are stuck, confined behind bars."
它让我们理解 究竟怎样的生活 才是个成功的人生。,It gives us a deeper sense of what it actually takes for us to thrive in this life.
我想给你们总结的一件事情是 我们尝试向再生医学迈进所用的战略。,One of the things that I wanted to summarize for you then is what is a strategy that we're going for in regenerative medicine.
有谁可能不被同情之心触动， 在目睹了战争 饥荒、地震、海啸肆虐后的景象？,"Who cannot be touched by compassion when we see the terrible horrors of the results of war, or famine, or earthquakes, or tsunamis?"
地球上的珠穆朗玛峰相形见绌。,"So, it basically dwarfs, you know, Mount Everest here on Earth."
它们的脱氧核糖核酸开始合成新的蛋白质 同时发散出来 与邻近的神经发生反应。 释放出神经递质。 神经递质又被发散出来 激活了邻近的胶质细胞，然后如此循环往复， 直到 神经反射。,"Their DNA starts to synthesize new proteins, which spill out and interact with adjacent nerves, and they start releasing their neurotransmitters, and those neurotransmitters spill out and activate adjacent glial cells, and so on and so forth, until what we have is a positive feedback loop."
你可以看到吐丝器里 吐出了多种纤维 因为每个吐丝器都有许多栓塞,"You can see multiple fibers coming out of the spinnerets, because each spinneret has many spigots on it."
对于心脏手术，起搏器正变得 更容易放置， 因此你不需要训练一个介入心脏医师去放置它们。,"On the cardiac side, pacemakers are getting smaller and much easier to place so you don't need to train an interventional cardiologist to place them."
最后还有一种很不爽的方法， 花粉鉴定应用到了波斯尼亚战争犯身上。 一些罪犯被绳之以法 应归功于花粉， 这些花粉表明尸体被掩埋过， 又挖出来，然后再埋在其他地方。,"And finally, in a rather grizzly way, the Bosnia war crimes; some of the people brought to trial were brought to trial because of the evidence from pollen, which showed that bodies had been buried, exhumed and then reburied somewhere else."
你们能做什么？你们排放出的二氧化碳中和，,What can you do? You can personally get carbon neutral.
在这个地方的生态系统的每一个部分 看起来都非常健康， 从小如这条 爬过壳状海绵的海蛞蝓， 或是一条大蚊幼虫， 它在这个生态系统中是十分重要的动物， 因为它在海底觅食并让新生命能扎根于此。,"Every part of the ecosystem in this place seems very healthy, from tiny, little animals like a nudibrank crawling over encrusting sponge or a leatherjacket that is a very important animal in this ecosystem because it grazes on the bottom and allows new life to take hold."
而且进化论的心理学家认为这些直觉在基因中是有基础的。,And evolutionary psychologists think that these intuitions have a basis in the genes.
我只指出模因视角的许多含义里面， 我所推荐的一个。,"I'm just going to draw your attention to just one of the many implications of the memetic perspective, which I recommend."
有句话说得好 我们来于尘土 归于尘土,"And the saying goes, we came from dust and will return to dust."
"如果你得了阑尾炎,他们会把阑尾拿掉,你的病就好了.","If you have appendicitis, they take your appendix out, and you're cured."
玻尔兹曼的贡献在于他帮助我们理解了熵,And Boltzmann's contribution was that he helped us understand entropy.
就是这样对你们的电视机屏幕这样做 就是这样由中间向四角摩擦,"Then take it and put it right up against the screen of your own television set, and rub it out from the center to the corners, like this."
冒泡，新鲜，甜美，多汁，顺滑，有名又迷人的好酒 都用墙体的颜色质地向你一一介绍了,"Fizzy, fresh, soft, luscious, juicy, smooth, big and sweet wines, all explained to you by color and texture on the wall."
这是就是当时颁布的法令 赛鲁士圆柱就是证据 证明了犹太人 被流放到巴比伦之后 好多年，他们都会坐在巴比伦的水畔 一想起耶路撒冷就会哭泣 那些犹太人被准许回家了,"This is the decree, this object is the evidence for the fact that the Jews, after the exile in Babylon, the years they'd spent sitting by the waters of Babylon, weeping when they remembered Jerusalem, those Jews were allowed to go home."
当然你发现 吃水果蔬菜和橄榄油的人皱纹少,"And what you find is, of course, people who eat veg and olive oil have fewer skin wrinkles."
下面是一组名为 银色杜宾的艺术家。 他们的格言是一次一人地 传播实用主义。,"The next is a collective of artists called the Silver Dobermans, and their motto is to spread pragmatism one person at a time."
这种植物可以吸收甲醛 和其他挥发性化学物质。,And this particular plant removes formaldehydes and other volatile chemicals.
我们都知道，根据摩尔定律，计算机 运算速度越来越快。,"Well it's no secret that computers, through Moore's law, are speeding up faster and faster."
艾滋病也依旧存在 避免艾滋是花费巨大的,AIDS is the same kind of thing. It's costly to avoid AIDS.
而自闭症患者很多又是对 细节非常着迷的,"Now, the thing about the autistic mind is it attends to details."
我谈到他们从未耳闻的《奥赛罗》，他们啧啧称奇,So I told them about Othello. They had not heard of it but were fascinated by it.
我们和加州大 学圣地亚哥分校) 的机械感知实 验室 合作。,We're working with the Machine Perception Laboratory at the U.C. San Diego.
在印尼苏哈托下台后， 我开始探讨一个国家在迈向现代化的过程中的贫困的处境。 我开始探讨一个国家在迈向现代化的过程中的贫困的处境。,"After the fall of Suharto in Indonesia, I began to explore conditions of poverty in a country that was on its way towards modernization."
而我们的望远镜造的越大 我们所发现的宇宙就越大,"And the bigger the telescope, the bigger that universe becomes."
如果天文学家是青蛙的话，那么他们可能就会看见芝麻街的青蛙柯密特。,If astronomers were frogs perhaps they'd see Kermit the Frog.
很自然人们以为这属于婴儿猝死 更正式的说法是婴儿猝死综合征,"And initially, it was thought that they died of what's known informally as ""cot death,"" and more formally as ""Sudden Infant Death Syndrome."""
让我们也来看看二战时期纳粹党的 恩尼格玛密电码机 这是一个编码和解码的机器,But we can also look at an Enigma machine from the Nazis in World War II that was a coding and decoding machine.
虽然真相是很多凯瑟琳台风遇害者都未能使用交通工具 而有机会使用交通工具的却在暴风雨来临时拒绝离开 常常是因为可使用的交通工具和避难所 都拒绝允许他们带上自己的宠物,"While it's true that many who died in Katrina did not have access to transportation, others who did refused to leave as the storm approached, often because available transportation and shelters refused to allow them to take their pets."
现在，如果我们考虑另外一束像这样离开的光线， 我们现在需要考虑 爱因斯坦当他发展广义相对论的时候，曾经预言过的（现象）。,"Now, if we consider a different ray of light, one going off like this, we now need to take into account what Einstein predicted when he developed general relativity."
作为一个宇宙学家 我想问问 宇宙为什么是这样的呢？,"As a cosmologist, I want to ask, why is the universe like this?"
许多生物都能释放他们的荧光素，或者荧光酶 就好像乌贼或章鱼释放的墨团。,A lot of them can release their luciferin or luferase in the water just the way a squid or an octopus will release an ink cloud.
如果你把更多的 不育蚊子放飞到自然环境中 那么雌蚊子很可能遇到一只不育雄蚊子 而不是一只能正常生育的雄蚊子，这样你就能把蚊子种群的数量降下来。,"If you put more sterile males out into the environment, then the females are more likely to find a sterile male than a fertile one, and you will bring that population down."
我曾用心体验、经历 以及试验企业和资本主义 是怎么样的。,"I've explored, experienced, and experimented enterprise and capitalism to my heart's content."
高尔夫球的例子说明，正如分笛子一样 高尔夫球的例子说明，正如分笛子一样 高尔夫球的例子说明，正如分笛子一样 要决定什么是公平公正 要决定什么是公平公正 就必须先探讨这样一个问题： 我们所讨论事物的本质是什么？哪些相关品质和技艺是值得尊敬和称道的？ 我们所讨论事物的本质是什么？哪些相关品质和技艺是值得尊敬和称道的？ 我们所讨论事物的本质是什么？哪些相关品质和技艺是值得尊敬和称道的？ 我们所讨论事物的本质是什么？哪些相关品质和技艺是值得尊敬和称道的？ 我们所讨论事物的本质是什么？哪些相关品质和技艺是值得尊敬和称道的？ 我们所讨论事物的本质是什么？哪些相关品质和技艺是值得尊敬和称道的？,"That illustrates that with golf, as with flutes, it's hard to decide the question of what justice requires, without grappling with the question, ""What is the essential nature of the activity in question, and what qualities, what excellences connected with that activity, are worthy of honor and recognition?"""
但威革勒不仅仅是研究了癌细胞，他也研究了正常的细胞， 并且有了惊人的发现。,"But Wigler, besides looking at cancer cells, looked at normal cells, and made a really sort of surprising observation."
乔纳斯的最终结果绝不仅是 浮光掠影地记录下当地糟糕透顶的状况,What Jonas did was not just go and do a surface look at the awful conditions that exist in such places.
地球上不是所有物种都有大脑 所以要搞清大脑有什么用 那我们应该先考虑为什么我们进化出了大脑,"Not all species on our planet have brains, so if we want to know what the brain is for, let's think about why we evolved one."
大概在那几分钟之前， 我下载了这篇 关于计算鸟类排便的论文。 这真的很有趣，因为结论是 你可以用泊肃叶流来模拟它， 而且你可以学到很多 关于鸟类直肠的物理知识。,"So, literally, a few minutes before that, I downloaded this scientific paper about calculations on avian defecation, which is really quite interesting, because it turns out you can model this as something called ""Poiseuille flow,"" and you can learn an awful lot about the physics of the avian rectum."
承诺手段的另一个问题就是 你可以很容易耍滑头就逃过,The other problem with commitment devices is that you can always weasel your way out of them.
我将一些小核糖核酸病毒 如普通感冒和小儿麻痹症等 分割成小的片段，,"I took a bunch of these small picornaviruses, like the common cold, like polio and so on, and I just broke them down into small segments."
如果你做我们刚才谈论的，你听取了 人们怎么在你所在的部落中交流,"If you do what we've talked about, you listen for how people actually communicate in the tribes that you're in."
一个在挠棍子的一端 另一个听着另一端,"One was scratching at the end of the stick, another child listened at the other end."
实际上，我们昨晚谈论了 哈罗德.罗宾斯所有的色情小说如何 对非洲处于性冲动时期的青少年进行性教育， 而这些书中的性教育远多于已有的其他形式的性教育。,"In fact, we were talking last night about how all of the steamy novels of Harold Robbins had done more for sex education of horny teenage boys in Africa than any sex education programs ever had."
最终将会降落在南极洲的罗斯冰架。,So this is us landing on the Ross Ice Shelf in Antarctica.
他乞求原谅 就得到了刚才提到的那位妇女的原谅 尽管这位妇女和约书亚有着杀兄之仇,"He begs for forgiveness, and receives it from the same woman whose brother he murdered."
然后你翻译一下 并且可以看到别人是如何翻译的 这样学习外语,"And as you translate them, and as you see how other people translate them, you start learning the language."
我当时在报道阿富汗战争， 作为卡塔尔半岛电视台的一名记者，我亲眼见证了 这样一场战争 酿成了多少苦难与破坏。,"I was covering the war in Afghanistan, and I witnessed, as a reporter for Al Jazeera, the amount of suffering and destruction that emerged out of a war like that."
而且，如我所回想起的我所关注的一种病菌， 一种被称为霍乱弧菌的埃尔托生物型细菌。,"And so, as I was thinking about this, I focused on this organism, which is the El Tor biotype of the organism called Vibrio cholerae."
在坦桑尼亚的达累斯萨拉姆，即使是一个非常贫穷 的集体也可以使用这样的工具 来让他人听见他们的期望。,"In Dar es Salaam, Tanzania, even an impoverished community was able to use these tools to voice its aspirations."
而现实社会中的情况是 成千上万的 人们 都在无声的绝望中煎熬。 他们夜以继日的 从事他们痛恨的职业 目的只是为了购买无用的商品 以博得无关痛痒的邻人的艳羡。,"And the reality of the society that we're in is there are thousands and thousands of people out there leading lives of quiet, screaming desperation, where they work long, hard hours at jobs they hate to enable them to buy things they don't need to impress people they don't like."
但是然后，假如你了解了你可以了解的关于这两样东西的所有细节 又把他们总结在一起 那么，你能对这种结合说些什么呢？,"But then, if you know everything you can know about those two things, and you put them together, what can you say about this combination?"
费氏弧菌的发光现象来自生物学上的原因。,The reason that Vibrio fischeri is doing that comes from the biology.
关于财政悬崖这个叫法，有人告诉我 那是党派之争的代名词， 尽管我不记得到底哪派支持，哪派反对。,"So the fiscal cliff, I was told that that's too partisan a thing to say, although I can't remember which party it's supporting or attacking."
在古老的《传道书》中， 作者写道， 天下万务都有定时。,"As the ancient writer of Ecclesiastes wrote, he said, there's every activity under heaven."
它们在青少年阶段时聚集成群，但成年时却独来独往。,"They school as adolescents, and become behemoth loners as adults."
这说明，如果你得了结核病， 你反而有更大的可能性不被检测出不适， 但仍然通过结核第二期并发症等致死。,"It means that, if you have T.B., you have more chance that you won't be detected, but will just die from T.B. secondary infections and so on."
还有缅甸和那些通过博客与外界交流的僧侣们。 人们之前对这个国家一无所知， 直到这些博客揭露了发生在那里的镇压， 遇难的生命， 遭迫害的群众， 才使得昂山素季，全世界最伟大的政治囚犯之一， 终于有了倾诉的权利。,"Or take Burma and the monks that were blogging out, a country that nobody knew anything about that was happening, until these blogs told the world that there was a repression, meaning that lives were being lost and people were being persecuted and Aung San Suu Kyi, who is one of the great prisoners of conscience of the world, had to be listened to."
我总觉得那身衣服像电影安妮霍尔里的戏服，,And I always thought that was a very Annie Hall kind of outfit.
"但是,有时候一个便宜的版本 事实上也能够有一些迷人方面, 能够向一个奄奄一息的潮流里注入额外的生命.","But even sometimes a cheaper version can actually have some charming aspects, can breathe a little extra life into a dying trend."
这是一句源自《美国普罗米修斯》中的话 奥本海默的自传,"It's a quote from the ""American Prometheus"" book on Robert Oppenheimer."
杰克･瓦伦蒂是美国电影协会的 首席说客 他有次把盒带式录像机比喻成 开膛手杰克 把可怜的无助的好莱坞 比喻成独自在家的女人,"Jack Valenti, who was the head lobbyist for the Motion Picture Association of America, once likened the ferocious video cassette recorder to Jack the Ripper and poor, helpless Hollywood to a woman at home alone."
好吧，如果你认为这些只适合存心寻欢作乐的人，或者是临时搭建 我告诉你同样的一家公司正在世贸中心遗址工作 更换曾经穿越西街的那座桥 很重要的行人通道 在纽约市和西区的重建工程之间举足轻重,"Now, lest you think that this is only for the light at heart, or just temporary installations, this is the same firm working at the World Trade Center, replacing the bridge that used to go across West Street, that very important pedestrian connection between the city of New York and the redevelopment of the West Side."
但，你知道，每年有数以千计的棱皮龟 并没有这么幸运， 这个物种的未来面临着极大的危险。,"But, you know, thousands of other leatherbacks each year are not so fortunate, and the species' future is in great danger."
但事实上我们来看一下人工耳蜗使用者听旋律时的反应， 我们会发现，和听力正常的人比起来， 他们的皮质活动非常少。,"But actually if you look at melody, what you find is that there's very little cortical activity in implant users compared with normal hearing controls."
事实上你距离这地方越远， 每次都会落后几微秒。,"And the reality is that the further away you are from that, you're a few microseconds behind every time."
在吉尼斯世界纪录中， 这是世界上最重的硬骨鱼，,"This animal is in ""The Guinness World Book of Records"" for being the world's heaviest bony fish."
我们还在捕杀事实上已经濒临灭绝的蓝鳍金枪鱼 它们活着时的价值远高于死去时,We're still killing bluefin tuna; truly endangered and much more valuable alive than dead.
当我是相声演员的时候，我擅长这个。,And I got good at that when I was in stand up.
西奥多 范 德 威尔德倒是个精液鉴赏家,Theodoor van de Velde was something of a semen connoisseur.
但是，看看有多少人开了伟哥的药方吧。,"And yet, look at the number of prescriptions that are being sold."
因为在逾越节（犹太人的宗教节日），我们必须吃无酵面包 拉比会告诉我们用于制作普通面包的生面团 和制作无酵面包，也就是酵饼的生面团的区别,"Because at Passover, when we have to eat unleavened bread, the rabbis say, what is the difference between dough that is made into bread, and dough that is made into unleavened bread, or ""matzah""?"
它们的吸附能力仅仅依靠分子间的作用力， 也叫做范德华力。,"They actually stick by intermolecular forces alone, van der Waals forces."
政府召开了一次内阁会议和一次首脑会议 讨论是否能在乌干达上演《阴道独白》,"There was a cabinet meeting and a meeting of the presidents to talk about whether ""Vaginas"" could come to Uganda."
于是，这只豹海豹逮着另一只企鹅 潜到橡皮艇底部 开始对着艇撞击,"And so this leopard seal grabbed another penguin, came under the boat, the Zodiac, starting hitting the hull of the boat."
于是，它从那颗联星上 吸收气体， 直到它达到钱德拉塞卡极限， 接着它就会爆炸。,"And what it does is it sucks gas off its companion star, until it gets to this limit called the Chandrasekhar limit, and then it explodes."
接着我就一步一步，一块椎骨接着一块椎骨 自己鼓捣了起来,"And so button by button, vertebrae by vertebrae, I built my way down."
我们将会在莫尔定律走到尽头以前准备好。,We'll have those ready well before Moore's Law runs out of steam.
几乎所有的红毛猩猩都活在世界上的动物园里， 那些现在受害的猩猩宝宝， 其中已经有六只消失在森林中了。,"Having more than all the orangutans in all the zoos in the world together, just now like victims for every baby, six have disappeared from the forest."
如果你是一位准爸爸或者准妈妈 如果你可以随时持续获知胎儿的心率、你的宫缩确保临产时各项指标都正常 如果你可以随时持续获知胎儿的心率、你的宫缩确保临产时各项指标都正常 如果你可以随时持续获知胎儿的心率、你的宫缩确保临产时各项指标都正常 如果你可以随时持续获知胎儿的心率、你的宫缩确保临产时各项指标都正常 并及时送往医院生产，将会怎样？,"If you're an expectant parent, what about the ability to monitor, continuously, fetal heart rate, or intrauterine contractions, and not having to worry so much that things are fine as the pregnancy, and moving over into the time of delivery?"
这实际上是从阿尔伯特. 班杜拉的研究中 引申出来的一个概念， 他研究了 人们是否会产生一种成就感。,"It was a notion that really came out of Albert Bandura's work, who studied whether people could get a sense of empowerment."
我们还面临着另一个问题， 就是女性 在职业成功和个人价值实现中所面临的艰难选择。,"We also have another problem, which is that women face harder choices between professional success and personal fulfillment."
我们结识了非常好的朋友，见识了世界的各种奇观 比如乞力马扎罗山（非洲最高峰），塞伦盖蒂平原和奥杜威峡谷（著名人类化石产地）,"We had fantastic friends and we saw the wonders of the world, like Kilimanjaro, Serengeti and the Olduvai Gorge."
我根据颜色将它们分类 并在接下来的地球日 在圣佩德罗的卡布里奥水族馆进行展览,I separated them by color and put them on display the next Earth Day at Cabrillo Marine Aquarium in San Pedro.
一旦艾滋病毒穿过身体黏膜障碍， 它就开始破坏免疫细胞不断进行自我复制。,"After HIV penetrates the body's mucosal barriers, it infects immune cells to replicate."
维基百科上的文章都有相应的讨论页面 在这个讨论页面上 维基百科人对是否要在文章中标注 星际男孩的真实姓名 进行了广泛的争论,"Every article on Wikipedia has a corresponding discussion page, and on the discussion page they had extensive argument among the Wikipedians as to whether to have his real name featured in the article."
其中一种艺术引起情报局的兴趣， 并因此引发争议的艺术形式，是抽象表达艺术。,"And one of the art forms that elicited the interest of the agency, and had thus come under question, is abstract expressionism."
几年之类 那些开始进行脊髓灰质炎根除的国家 迅速地消灭了现有的三种脊髓灰质炎病毒 唯一例外是图表上的这四个国家,"Within a couple of years, every country that started polio eradication rapidly eradicated all three of their polio viruses, with the exception of four countries that you see here."
另一个经济游戏可能不像囚犯困境那样广为人知， 这就是最后通牒游戏 这也是个关于人们 如何进行经济交易的有趣探索。,"Another economic game that may not be as well known as the prisoner's dilemma is the ultimatum game, and it's also a very interesting probe of our assumptions about the way people make economic transactions."
在那位祖母和翻译交谈的当儿， 祖母忽然抽噎起来。,"And in the course of the grandmother talking to the translator, the grandmother started crying."
工作就是在医院后面到处转 拾起用过的注射器 洗干净，然后洗的时候 尤其是捡这些注射器的时候经常会划伤流血。,"And that job is that they go around and pick up syringes from the back of hospitals, wash them, and in the course of this, obviously picking them up they injure themselves."
但是这里你看到的乌干达政府 没有打算用自己的收入 去做有益的投资 而是用这笔钱 去作为公共机构的支出,"But this shows you that the government of Uganda is not committed to spending its own revenue to invest in productive investments, but rather it devotes this revenue to paying structure of public expenditure."
然后人们开始思考通过电流诱发抽搐。,And so people begin thinking in terms of electricity to produce convulsions.
我没有想到自己 作为一名哈佛外科医生 会把大部分时间 用来烦恼检查表这个东西,I did not expect to be spending a significant part of my time as a Harvard surgeon worrying about checklists.
那个古代炼金术师们为之枉费心机的梦想 现在由这些 解释了星光的实质 以及其他古代的谜团 和意料之外新现象的理论变为现实,"That ancient dream that had always eluded the alchemists was achieved through these same theories that explained starlight and other ancient mysteries, and new, unexpected phenomena."
在量子力学中，有着暗能量和暗物质。,"So, in quantum mechanics, of course, you have dark energy and dark matter."
当他们走进明尼苏达的实验室时， 他们都穿着相同的有肩章的海军蓝衬衫， 他们都喜欢把奶油面包浸在咖啡里， 他们都在手腕上戴着橡皮筋， 他们都要在使用抽水马桶的前后各冲一次水， 他们都喜欢在拥挤的电梯里 打喷嚏来吓人一跳。,"When they walked into the lab in Minnesota, they were wearing identical navy blue shirts with epaulettes; both of them liked to dip buttered toast in coffee, both of them kept rubber bands around their wrists, both of them flushed the toilet before using it as well as after, and both of them liked to surprise people by sneezing in crowded elevators to watch them jump."
如果你只记得我今天演讲的一个内容的话， 我希望你记住唯一结束贫穷，让它成为历史的方法 是从根本上建立一个真正可行的机制 这种机制能够给贫穷的人供应关键的，能买得起的物品和服务 以一种经济上可持续的和可发展的方式,"And if you remember one thing from what I want to talk about today, it's that the only way to end poverty, to make it history, is to build viable systems on the ground that deliver critical and affordable goods and services to the poor, in ways that are financially sustainable and scaleable."
我亲眼看到了世界最后一例的天花被消灭,I got to see the last case of killer smallpox in the world.
作为成年人，我们羡慕那膝盖 因为我们怀旧。,As adults we admire the lap from a nostalgic distance.
